"","SiteID","Latitude","Longitude","BioRealm","HydroBasin","Country"
"397","S1191",56.70476,13.07025,"Palearctic",2080033020,"SWE"
"398","S1208",56.71719,13.04698,"Palearctic",2080033020,"SWE"
"399","S1213",56.72883,13.10282,"Palearctic",2080033020,"SWE"
"400","S1215",56.73541,13.10398,"Palearctic",2080033020,"SWE"
"401","S1266",56.78334,13.19466,"Palearctic",2080033020,"SWE"
"402","S1193",56.70342,12.9415,"Palearctic",2080033080,"SWE"
"403","S1251",56.76174,12.98176,"Palearctic",2080033080,"SWE"
"404","S1277",56.79911,13.02877,"Palearctic",2080033080,"SWE"
"405","S1288",56.81758,13.05695,"Palearctic",2080033080,"SWE"
"406","S1427",56.93222,13.06511,"Palearctic",2080033080,"SWE"
"407","S1542",57.0445,13.1142,"Palearctic",2080033080,"SWE"
"408","S2292",57.50647,13.64299,"Palearctic",2080033080,"SWE"
"409","S2432",57.57077,13.72862,"Palearctic",2080033080,"SWE"
"410","S2445",57.5819,13.72212,"Palearctic",2080033080,"SWE"
"411","S2463",57.59332,13.73402,"Palearctic",2080033080,"SWE"
"412","S2478",57.60115,13.77372,"Palearctic",2080033080,"SWE"
"413","S2580",57.62175,13.77005,"Palearctic",2080033080,"SWE"
"414","S2581",57.62283,13.75309,"Palearctic",2080033080,"SWE"
"415","S2628",57.64083,13.89878,"Palearctic",2080033080,"SWE"
"416","S2709",57.66327,13.79696,"Palearctic",2080033080,"SWE"
"417","S2715",57.66359,13.79738,"Palearctic",2080033080,"SWE"
"418","S2723",57.66875,13.90452,"Palearctic",2080033080,"SWE"
"419","S2740",57.67948,13.86575,"Palearctic",2080033080,"SWE"
"420","S2783",57.705,13.80902,"Palearctic",2080033080,"SWE"
"421","S2803",57.71632,13.81509,"Palearctic",2080033080,"SWE"
"422","S2813",57.72515,13.80538,"Palearctic",2080033080,"SWE"
"423","S2855",57.75106,13.91398,"Palearctic",2080033080,"SWE"
"424","S1112",56.6573,12.73438,"Palearctic",2080033090,"SWE"
"425","S1117",56.6646,12.82776,"Palearctic",2080033090,"SWE"
"426","S1209",56.70934,12.69125,"Palearctic",2080033090,"SWE"
"427","S1265",56.77229,12.84853,"Palearctic",2080033090,"SWE"
"428","S1387",56.8713,12.87243,"Palearctic",2080033090,"SWE"
"429","S1392",56.87664,12.79023,"Palearctic",2080033090,"SWE"
"430","S1414",56.91901,12.78829,"Palearctic",2080033090,"SWE"
"431","S1416",56.91962,12.7876,"Palearctic",2080033090,"SWE"
"432","S1562",57.05228,12.69838,"Palearctic",2080033120,"SWE"
"433","S1566",57.0553,12.67054,"Palearctic",2080033120,"SWE"
"434","S1628",57.09669,12.63446,"Palearctic",2080033120,"SWE"
"435","S1633",57.10252,12.67887,"Palearctic",2080033120,"SWE"
"436","S1681",57.13973,12.72464,"Palearctic",2080033120,"SWE"
"437","S1743",57.16585,12.74852,"Palearctic",2080033120,"SWE"
"438","S1750",57.17098,12.77766,"Palearctic",2080033120,"SWE"
"439","S1761",57.17669,12.77255,"Palearctic",2080033120,"SWE"
"440","S1808",57.20382,12.81408,"Palearctic",2080033120,"SWE"
"441","S1838",57.23315,12.78736,"Palearctic",2080033120,"SWE"
"442","S2162",57.448,13.39069,"Palearctic",2080033120,"SWE"
"443","S2163",57.4484,13.36084,"Palearctic",2080033120,"SWE"
"444","S1849",57.24815,12.43587,"Palearctic",2080033190,"SWE"
"445","S1908",57.29366,12.39137,"Palearctic",2080033190,"SWE"
"446","S2071",57.36671,12.48154,"Palearctic",2080033190,"SWE"
"447","S2267",57.48197,12.71534,"Palearctic",2080033190,"SWE"
"448","S2301",57.49376,12.78454,"Palearctic",2080033190,"SWE"
"449","S2308",57.50345,12.84657,"Palearctic",2080033190,"SWE"
"450","S2446",57.55686,12.53198,"Palearctic",2080033190,"SWE"
"451","S2472",57.57279,12.55561,"Palearctic",2080033190,"SWE"
"452","S3119",57.88253,13.68031,"Palearctic",2080033320,"SWE"
"453","S3294",57.97713,12.19109,"Palearctic",2080033320,"SWE"
"454","S3340",58.00635,12.23081,"Palearctic",2080033320,"SWE"
"455","S3432",58.09998,12.12272,"Palearctic",2080033320,"SWE"
"456","S4155",59.0162,14.08908,"Palearctic",2080033320,"SWE"
"457","S4732",59.4763,14.52332,"Palearctic",2080033320,"SWE"
"458","S4734",59.48253,14.5178,"Palearctic",2080033320,"SWE"
"459","S4739",59.48629,14.51589,"Palearctic",2080033320,"SWE"
"460","S5804",60.49695,13.70757,"Palearctic",2080033320,"SWE"
"461","S690",51.40798,-0.349007394,"Palearctic",2080053790,"GBR"
"462","S6137",51.66122,-1.792057273,"Palearctic",2080053790,"GBR"
"463","S6354",51.64401,-1.821892109,"Palearctic",2080053790,"GBR"
"464","S1034",51.38355,-0.439373832,"Palearctic",2080053790,"GBR"
"465","S1087",51.38119,-0.461454564,"Palearctic",2080053790,"GBR"
"466","S1199",51.39586,-0.486391134,"Palearctic",2080053790,"GBR"
"467","S1236",51.5426,-0.489199417,"Palearctic",2080053790,"GBR"
"468","S1275",51.41337,-0.50209107,"Palearctic",2080053790,"GBR"
"469","S2447",51.54609,-0.8497534,"Palearctic",2080053790,"GBR"
"470","S2462",51.55877,-0.87147548,"Palearctic",2080053790,"GBR"
"471","S11286",51.83145,0.168965788,"Palearctic",2080053790,"GBR"
"472","S2483",51.51423,-0.880675368,"Palearctic",2080053790,"GBR"
"473","S2494",51.50053,-0.884627149,"Palearctic",2080053790,"GBR"
"474","S2751",51.46194,-0.939303537,"Palearctic",2080053790,"GBR"
"475","S2806",51.46111,-0.964095621,"Palearctic",2080053790,"GBR"
"476","S2928",51.43312,-1.031995652,"Palearctic",2080053790,"GBR"
"477","S2992",51.4923,-1.05782294,"Palearctic",2080053790,"GBR"
"478","S3042",51.47724,-1.084196088,"Palearctic",2080053790,"GBR"
"479","S3058",51.48619,-1.088654451,"Palearctic",2080053790,"GBR"
"480","S3189",51.52746,-1.14082107,"Palearctic",2080053790,"GBR"
"481","S3209",51.62774,-1.143638397,"Palearctic",2080053790,"GBR"
"482","S3383",51.65846,-1.194699008,"Palearctic",2080053790,"GBR"
"483","S3473",51.64508,-1.242773329,"Palearctic",2080053790,"GBR"
"484","S3680",51.78028,-1.299828648,"Palearctic",2080053790,"GBR"
"485","S479",51.81448,-0.288349136,"Palearctic",2080053790,"GBR"
"486","S5707",51.92684,-1.742552765,"Palearctic",2080053790,"GBR"
"487","S663",51.40426,-0.344885911,"Palearctic",2080053790,"GBR"
"488","S7990",-26.7522,152.9203,"Australasia",5080070260,"AUS"
"489","S7991",-26.7518,153.0817,"Australasia",5080070260,"AUS"
"490","S7997",-26.937,152.9809,"Australasia",5080070260,"AUS"
"491","S7998",-26.8512,152.9852,"Australasia",5080070260,"AUS"
"492","S7999",-26.8775,153.0088,"Australasia",5080070260,"AUS"
"493","S8000",-26.7725,153.038,"Australasia",5080070260,"AUS"
"494","S8001",-26.7785,152.9452,"Australasia",5080070260,"AUS"
"495","S8002",-26.76274,152.9709,"Australasia",5080070260,"AUS"
"496","S8045",-27.41626,153.0026,"Australasia",5080070390,"AUS"
"497","S8090",-26.6252,152.1829,"Australasia",5080070390,"AUS"
"498","S8091",-26.57197,152.2488,"Australasia",5080070390,"AUS"
"499","S8092",-26.8806,152.3809,"Australasia",5080070390,"AUS"
"500","S8093",-26.78268,152.2814,"Australasia",5080070390,"AUS"
"501","S8094",-26.96295,152.2928,"Australasia",5080070390,"AUS"
"502","S8095",-26.89723,152.2774,"Australasia",5080070390,"AUS"
"503","S8096",-26.97856,152.3336,"Australasia",5080070390,"AUS"
"504","S8097",-27.03113,152.3361,"Australasia",5080070390,"AUS"
"505","S8098",-27.15133,152.3138,"Australasia",5080070390,"AUS"
"506","S8099",-26.89513,152.3094,"Australasia",5080070390,"AUS"
"507","S8100",-27.2282,152.4379,"Australasia",5080070390,"AUS"
"508","S8101",-27.1299,152.6399,"Australasia",5080070390,"AUS"
"509","S8102",-27.2246,152.5554,"Australasia",5080070390,"AUS"
"510","S8103",-27.3057,152.6821,"Australasia",5080070390,"AUS"
"511","S8104",-26.79887,152.8241,"Australasia",5080070390,"AUS"
"512","S8105",-26.9707,152.6825,"Australasia",5080070390,"AUS"
"513","S8108",-26.8669,152.5246,"Australasia",5080070390,"AUS"
"514","S8109",-27.3593,152.3219,"Australasia",5080070390,"AUS"
"515","S8110",-27.4949,152.0878,"Australasia",5080070390,"AUS"
"516","S8114",-27.86752,152.2301,"Australasia",5080070390,"AUS"
"517","S8115",-27.85021,152.3909,"Australasia",5080070390,"AUS"
"518","S8116",-27.60235,152.377,"Australasia",5080070390,"AUS"
"519","S8119",-27.9886,152.4784,"Australasia",5080070390,"AUS"
"520","S8120",-28.01237,152.5596,"Australasia",5080070390,"AUS"
"521","S8121",-27.83204,152.5095,"Australasia",5080070390,"AUS"
"522","S8122",-27.66316,152.4614,"Australasia",5080070390,"AUS"
"523","S8123",-27.93221,152.6003,"Australasia",5080070390,"AUS"
"524","S8124",-27.4997,152.6898,"Australasia",5080070390,"AUS"
"525","S8126",-27.78081,152.7319,"Australasia",5080070390,"AUS"
"526","S8128",-27.4407,152.8905,"Australasia",5080070390,"AUS"
"527","S8129",-27.51293,153.0388,"Australasia",5080070390,"AUS"
"528","S8130",-27.553,153.1121,"Australasia",5080070390,"AUS"
"529","S8131",-27.59496,152.9396,"Australasia",5080070390,"AUS"
"530","S8132",-27.6105,153.0233,"Australasia",5080070390,"AUS"
"531","S8134",-26.8794,152.7309,"Australasia",5080070390,"AUS"
"532","S8135",-27.6214,152.9792,"Australasia",5080070390,"AUS"
"533","S8136",-27.62689,152.6688,"Australasia",5080070390,"AUS"
"534","S8138",-27.00615,152.715,"Australasia",5080070390,"AUS"
"535","S8188",-28.31903,152.9901,"Australasia",5080070440,"AUS"
"536","S8189",-28.23727,152.7427,"Australasia",5080070440,"AUS"
"537","S8190",-28.222,152.8594,"Australasia",5080070440,"AUS"
"538","S8191",-28.0994,152.8708,"Australasia",5080070440,"AUS"
"539","S8192",-28.2268,152.8899,"Australasia",5080070440,"AUS"
"540","S8193",-28.29325,153.0839,"Australasia",5080070440,"AUS"
"541","S8194",-28.2391,152.9955,"Australasia",5080070440,"AUS"
"542","S8195",-27.98743,152.9653,"Australasia",5080070440,"AUS"
"543","S8196",-27.9312,152.9488,"Australasia",5080070440,"AUS"
"544","S8197",-27.8213,153.0039,"Australasia",5080070440,"AUS"
"545","S8198",-28.2065,153.0403,"Australasia",5080070440,"AUS"
"546","S8199",-28.0965,153.0779,"Australasia",5080070440,"AUS"
"547","S8200",-27.8259,153.1787,"Australasia",5080070440,"AUS"
"548","S8201",-27.9726,153.1564,"Australasia",5080070440,"AUS"
"549","S8202",-28.1701,152.6803,"Australasia",5080070440,"AUS"
"550","S8203",-28.2146,152.532,"Australasia",5080070440,"AUS"
"551","S8204",-27.6632,153.2076,"Australasia",5080070440,"AUS"
"552","S8205",-27.64421,153.136,"Australasia",5080070440,"AUS"
"553","S6018",42.18286,-90.28564,"Nearctic",7080047060,"USA"
"554","S6923",42.12156,-90.17679,"Nearctic",7080047060,"USA"
"555","S8633",38.91544,-90.27086,"Nearctic",7080047060,"USA"
"556","S8888",38.87213,-90.17989,"Nearctic",7080047060,"USA"
"557","S9019",38.92018,-90.39803,"Nearctic",7080047060,"USA"
"558","S1296",42.13602,-90.18992,"Nearctic",7080047060,"USA"
"559","S9163",38.91535,-90.54612,"Nearctic",7080047060,"USA"
"560","S9445",38.91654,-90.50245,"Nearctic",7080047060,"USA"
"561","S9840",40.13539,-90.26347,"Nearctic",7080047060,"USA"
"562","S9964",40.28857,-90.07446,"Nearctic",7080047060,"USA"
"563","S10203",40.1905,-90.16241,"Nearctic",7080047060,"USA"
"564","S10328",40.46382,-89.84873,"Nearctic",7080047060,"USA"
"565","S10458",37.32581,-89.45305,"Nearctic",7080047060,"USA"
"566","S10580",37.35653,-89.44868,"Nearctic",7080047060,"USA"
"567","S10806",37.2607,-89.43107,"Nearctic",7080047060,"USA"
"568","S10918",37.24652,-89.52431,"Nearctic",7080047060,"USA"
"569","S11151",44.38612,-91.99512,"Nearctic",7080047060,"USA"
"570","S11264",44.38792,-92.0354,"Nearctic",7080047060,"USA"
"571","S11383",44.38425,-92.02346,"Nearctic",7080047060,"USA"
"572","S11618",44.37782,-92.0065,"Nearctic",7080047060,"USA"
"573","S11784",43.73241,-91.24505,"Nearctic",7080047060,"USA"
"574","S11816",43.65154,-91.2328,"Nearctic",7080047060,"USA"
"575","S11830",43.74075,-91.26035,"Nearctic",7080047060,"USA"
"576","S11849",43.77362,-91.25849,"Nearctic",7080047060,"USA"
"577","S11872",43.74442,-91.2508,"Nearctic",7080047060,"USA"
"578","S5110",41.95499,-90.15572,"Nearctic",7080047060,"USA"
"579","S5557",42.09582,-90.16816,"Nearctic",7080047060,"USA"
"580","S9313",41.81973,-87.74319,"Nearctic",7080047060,"USA"
"581","S1298",41.57059,-88.07832,"Nearctic",7080047060,"USA"
"582","S9447",41.82067,-87.81062,"Nearctic",7080047060,"USA"
"583","S11384",41.97865,-88.13317,"Nearctic",7080047060,"USA"
"584","S11498",41.99295,-87.99526,"Nearctic",7080047060,"USA"
"585","S11804",42.01869,-87.93668,"Nearctic",7080047060,"USA"
"586","S3234",41.59651,-88.06865,"Nearctic",7080047060,"USA"
"587","S11988",42.15273,-87.91006,"Nearctic",7080047060,"USA"
"588","S9165",41.80112,-87.80157,"Nearctic",7080047060,"USA"
"589","S9269",40.68778,-80.29972,"Nearctic",7080047060,"USA"
"590","S6120",38.81267,-84.2256,"Nearctic",7080047060,"USA"
"591","S6165",38.82161,-84.2271,"Nearctic",7080047060,"USA"
"592","S176",37.06972,-89.15639,"Nearctic",7080047060,"USA"
"593","S8702",39.9528,-80.76328,"Nearctic",7080047060,"USA"
"594","S5610",38.72556,-83.03,"Nearctic",7080047060,"USA"
"595","S5646",38.72912,-82.97076,"Nearctic",7080047060,"USA"
"596","S9272",40.69001,-80.29407,"Nearctic",7080047060,"USA"
"597","S936",37.41556,-88.34556,"Nearctic",7080047060,"USA"
"598","S995",37.44917,-88.29389,"Nearctic",7080047060,"USA"
"599","S4287",38.49222,-85.48056,"Nearctic",7080047060,"USA"
"600","S4401",38.52806,-85.41806,"Nearctic",7080047060,"USA"
"601","S4573",38.5475,-82.29111,"Nearctic",7080047060,"USA"
"602","S4668",38.57667,-82.28833,"Nearctic",7080047060,"USA"
"603","S1664",37.82056,-87.06028,"Nearctic",7080047060,"USA"
"604","S1697",37.82528,-87.05778,"Nearctic",7080047060,"USA"
"605","S8637",34.47341,-104.2597,"Nearctic",7080049270,"USA"
"606","S8762",33.39874,-104.3986,"Nearctic",7080049270,"USA"
"607","S8891",33.28178,-104.3563,"Nearctic",7080049270,"USA"
"608","S9167",32.98959,-104.3174,"Nearctic",7080049270,"USA"
"609","S9315",32.84051,-104.3239,"Nearctic",7080049270,"USA"
"610","S9449",32.59824,-104.3499,"Nearctic",7080049270,"USA"
"611","S9583",34.40295,-104.2005,"Nearctic",7080049270,"USA"
"612","S9721",33.93357,-104.2746,"Nearctic",7080049270,"USA"
"613","S9965",33.81852,-104.2951,"Nearctic",7080049270,"USA"
"614","S10089",33.75503,-104.3063,"Nearctic",7080049270,"USA"
"615","S10329",33.57142,-104.3718,"Nearctic",7080049270,"USA"
"616","S10459",33.45235,-104.3789,"Nearctic",7080049270,"USA"
